id_estudiante,nombre,genero,grado,asistencia,nota_matematicas,nota_ciencias,nivel_socioeconomico,actividad_extracurricular,tiene_beca
EST-2245,Encarnación Aranda Olivé,F,7.0,96.1,3.4,4.9,Medio-Bajo,Deportes,0
EST-2246,Emiliana Franco Burgos,F,6.0,100.0,2.8,5.0,Bajo,Deportes,0
EST-2247,Roldán Jódar Cuadrado,M,9.0,89.2,2.0,2.5,Bajo,Ninguna,0
EST-2248,Tito Ayala Gómez,F,11.0,94.2,4.2,3.0,Bajo,Música,0
EST-2249,Nilo Tiburcio Borrell Manzano,F,6.0,86.3,5.0,3.9,,Deportes,1
EST-2250,Felipa Rius Collado,M,10.0,93.0,3.9,2.1,Alto,Deportes,1
EST-2251,Perlita Reig Benito,M,11.0,95.2,5.0,3.6,Bajo,Ninguna,1
EST-2252,Pilar Noa Landa Pera,F,11.0,90.7,3.9,2.3,Medio-Bajo,Ninguna,0
EST-2253,Juan Manuel Peralta,F,7.0,92.7,2.9,5.0,Medio-Bajo,Ninguna,1
EST-2254,Yago Jara Jara,F,11.0,88.0,4.8,3.1,Alto,Arte,1
EST-2255,Marino Sedano-Bustamante,F,7.0,95.4,3.1,5.0,Bajo,Robótica,1
EST-2256,Paola Serna,F,9.0,100.0,4.0,,Medio-Bajo,Robótica,0
EST-2257,Sol Huertas,F,6.0,89.5,3.1,3.1,Bajo,Ninguna,0
EST-2258,Candela Montalbán Pintor,M,,91.9,5.0,2.9,Medio-Bajo,Ninguna,0
EST-2259,Sandra de Valcárcel,M,10.0,97.5,3.1,4.0,Medio-Bajo,Música,1
EST-2260,Augusto Caro-Toledo,M,8.0,100.0,,4.1,Medio-Bajo,Música,0
EST-2261,Reyes Ramirez Macías,F,7.0,87.5,2.5,4.2,Bajo,,0
EST-2262,Noelia Ariza Fuente,F,7.0,94.2,3.4,3.2,Medio-Bajo,Ninguna,0
EST-2263,Mayte Gilabert,F,9.0,96.4,1.9,4.9,Bajo,Robótica,1
EST-2264,María Luisa Gema Camps Uría,M,6.0,94.5,5.0,4.5,Bajo,Deportes,1
EST-2265,Narcisa Dávila Moraleda,F,10.0,82.6,4.6,3.4,Medio-Bajo,Ninguna,1
EST-2266,Genoveva Núñez Puente,F,6.0,97.5,3.5,,Medio-Bajo,,1
EST-2267,Gonzalo Talavera Barrena,F,7.0,100.0,2.7,3.8,,Ninguna,0
EST-2268,Damián Céspedes Vega,F,8.0,95.6,3.4,3.2,Medio-Bajo,,0
EST-2269,Íngrid Peña-Hervia,M,8.0,89.8,,4.0,Bajo-Bajo,Robótica,1
EST-2270,Benigno Canet-Yuste,F,8.0,92.4,2.1,4.3,Bajo-Bajo,Arte,1
EST-2271,Brígida Guardiola Ramis,M,7.0,100.0,3.8,4.5,Bajo-Bajo,Robótica,0
EST-2272,Marco Fajardo Menendez,M,11.0,99.5,5.0,5.0,Bajo-Bajo,Música,0
EST-2273,Aura Ropero Bonet,F,9.0,98.2,2.6,4.1,Bajo,Música,0
EST-2274,Cosme Bernad Ferreras,F,6.0,96.8,4.1,5.0,Bajo,Ninguna,0
EST-2275,Rolando Piñol Barón,O,8.0,91.7,5.0,4.2,Bajo-Bajo,,0
EST-2276,Mónica Valls Casal,F,11.0,94.0,4.8,4.0,Medio,Arte,0
EST-2277,Leandro Godoy Castells,F,7.0,94.6,4.6,3.9,Medio-Bajo,Ninguna,1
EST-2278,Zoraida de Ribera,F,6.0,97.7,4.6,4.1,Medio-Bajo,Música,0
EST-2279,Roberto Carbó Menéndez,F,10.0,100.0,3.5,,Bajo,Arte,0
EST-2280,Guadalupe Ros,M,9.0,100.0,5.0,3.0,Bajo,Ninguna,0
EST-2281,Carmelo Garriga Oliva,M,9.0,87.9,3.4,2.4,Bajo,Robótica,1
EST-2282,Rodrigo Planas Flor,M,6.0,96.1,1.6,4.7,Bajo,Ninguna,0
EST-2283,Francisca Teresita Castells Yuste,M,6.0,98.7,3.5,4.9,Medio-Bajo,Ninguna,0
EST-2284,Severo Murillo-Roura,M,9.0,98.1,2.8,4.7,Bajo,Ninguna,0
EST-2285,Espiridión Pineda Vall,M,7.0,91.9,3.7,4.4,Medio-Bajo,Música,0
EST-2286,Leticia Pinedo Barco,M,8.0,100.0,3.7,5.0,Medio,Deportes,0
EST-2287,Ricarda del Santos,O,9.0,88.6,4.9,4.6,Bajo,Música,0
EST-2288,Pánfilo Bas-Dominguez,M,7.0,89.6,4.3,4.7,Bajo,Arte,0
EST-2289,Yéssica Morata Arnal,F,11.0,96.2,4.3,3.1,Medio,Ninguna,0
EST-2290,Natividad Plana Suarez,M,11.0,100.0,4.0,3.1,Medio-Bajo,Robótica,0
EST-2291,Trinidad Gálvez Ledesma,F,10.0,90.8,3.1,3.8,Medio-Bajo,Robótica,1
EST-2292,Roberta Tamarit-Mateo,M,6.0,93.7,1.9,4.0,Medio-Bajo,Ninguna,1
EST-2293,Quirino de Solano,M,6.0,100.0,,3.8,Bajo-Bajo,Ninguna,0
EST-2294,Tomás Caparrós Martorell,F,8.0,94.9,5.0,,Bajo-Bajo,Robótica,0
EST-2295,Trini Luz Tejada,M,6.0,93.3,3.9,5.0,Bajo-Bajo,Deportes,0
EST-2296,Esmeralda Inés Calzada Cuervo,M,11.0,97.8,3.4,3.9,Bajo-Bajo,Arte,0
EST-2297,Valeria del Expósito,M,6.0,96.4,5.0,4.2,Bajo,Ninguna,1
EST-2298,Eva María Tudela Escalona,,8.0,100.0,3.9,5.0,Bajo-Bajo,Deportes,0
EST-2299,Hector Milla Bru,M,8.0,100.0,5.0,1.9,Medio-Bajo,Deportes,1
EST-2300,Edelmiro Manzano-León,M,9.0,96.5,5.0,3.7,Medio-Bajo,Robótica,1
EST-2301,Marita Pintor Murcia,F,6.0,96.5,5.0,3.6,Bajo,Ninguna,0
EST-2302,Concepción Simó Morata,F,8.0,96.1,4.9,3.9,Bajo-Bajo,Arte,0
EST-2303,Marcia Maricela Salamanca Haro,F,7.0,97.4,2.5,4.0,Medio-Bajo,Música,0
EST-2304,Elvira Salas Pera,M,11.0,95.3,4.8,5.0,Bajo-Bajo,Arte,0
EST-2305,Ernesto Botella Iniesta,F,6.0,95.0,4.9,4.9,Medio-Bajo,Robótica,1
EST-2306,Herberto Fernández Daza,M,11.0,100.0,4.7,5.0,Medio-Bajo,,0
EST-2307,Aurora Ferrán Polo,M,10.0,100.0,4.6,4.0,Medio-Bajo,Ninguna,0
EST-2308,Amalia Contreras Cobos,F,7.0,87.5,4.4,2.5,Bajo-Bajo,Arte,1
EST-2309,Mohamed Bayona Fonseca,M,10.0,95.1,5.0,1.9,Medio-Bajo,Ninguna,1
EST-2310,Juan Antonio Adelardo Cerezo Huertas,M,6.0,91.6,3.9,2.5,Bajo,Ninguna,0
EST-2311,Espiridión Nogueira Hernandez,F,11.0,93.4,,4.6,Bajo,Música,1
EST-2312,Teodosio Recio Valcárcel,F,9.0,97.0,3.4,4.2,Bajo,Robótica,0
EST-2313,Prudencio Ordóñez Reyes,F,7.0,98.3,5.0,3.8,Medio,Ninguna,1
EST-2314,Onofre Ayllón Romeu,F,8.0,94.4,5.0,3.8,Bajo,Música,0
EST-2315,Bernardita Paloma Casado Feliu,O,6.0,85.4,4.3,5.0,Medio,Robótica,1
EST-2316,Amador Quirino Vilar Martí,M,11.0,90.2,5.0,3.4,Bajo-Bajo,Robótica,0
EST-2317,María Carmen Mascaró Guerrero,M,6.0,99.5,2.9,4.9,Bajo-Bajo,Ninguna,0
EST-2318,Victor del Lorenzo,M,9.0,81.3,2.9,3.9,Medio-Bajo,Música,0
EST-2319,Ágata Aguado Sevilla,M,8.0,100.0,4.3,3.9,Bajo-Bajo,,0
EST-2320,Rosalina Rius-Cabo,M,11.0,97.6,5.0,5.0,Bajo,Ninguna,0
EST-2321,Baudelio de Aguiló,F,,100.0,4.6,5.0,Bajo-Bajo,Deportes,1
EST-2322,Noemí Renata Arjona Lago,F,9.0,94.0,5.0,4.0,Bajo,Robótica,1
EST-2323,Buenaventura Prats,F,8.0,84.7,3.1,4.5,Bajo,Ninguna,1
EST-2324,Antonia Correa Costa,M,10.0,97.2,3.0,4.6,Medio-Bajo,,1
EST-2325,José Ángel Espejo Cañellas,F,6.0,100.0,4.8,4.0,Medio-Bajo,Ninguna,1
EST-2326,Vicente Gallego Serra,O,7.0,99.6,4.3,4.2,Medio,Ninguna,1
EST-2327,Quirino Palomino Colomer,F,7.0,91.7,4.7,3.5,Medio-Bajo,Música,0
EST-2328,Bienvenida Garcés,M,10.0,95.4,4.4,3.9,Medio-Bajo,Deportes,1
EST-2329,Agapito Fernandez Carrasco,F,6.0,92.3,3.6,3.6,Medio-Bajo,Deportes,0
EST-2330,Mónica Marisol Tejada Aliaga,M,9.0,90.9,4.3,5.0,Medio,Robótica,1
EST-2331,Samanta de Manrique,M,7.0,99.8,4.0,4.1,Bajo,Robótica,0
EST-2332,Evita de Camps,M,11.0,89.0,3.1,2.6,Bajo,Deportes,0
EST-2333,Martina Aguirre Piña,F,11.0,90.5,3.8,3.3,Medio-Bajo,Ninguna,0
EST-2334,Dorotea Laguna,F,8.0,89.5,3.0,1.0,Bajo,Ninguna,0
EST-2335,Arcelia del Menéndez,M,8.0,87.5,4.5,3.4,Medio,Música,0
EST-2336,Adoración Roig Navarrete,M,7.0,95.7,4.6,4.2,Bajo,,1
EST-2337,Matías Morales Alberola,M,6.0,100.0,5.0,4.1,Bajo,Deportes,0
EST-2338,Esteban Domínguez Soriano,M,7.0,94.1,4.2,5.0,Medio-Bajo,Ninguna,0
EST-2339,Olimpia Valera Mosquera,M,9.0,87.5,2.8,4.5,Bajo,Robótica,0
EST-2340,Aarón Mesa Riera,M,9.0,99.2,5.0,4.7,Medio,Deportes,0
EST-2341,Teo Fortuny,F,11.0,100.0,4.5,2.6,Medio,Robótica,0
EST-2342,Bernarda Rocamora,M,8.0,91.8,5.0,3.8,Medio-Bajo,Música,0
EST-2343,Sofía Salcedo,M,10.0,92.6,4.7,3.5,Bajo-Bajo,Ninguna,0
EST-2344,Ciríaco Danilo Romeu Lobo,M,8.0,97.6,4.7,3.2,Bajo,Ninguna,0
EST-2345,Amador Varela-Pavón,F,8.0,100.0,4.6,3.2,Bajo,Ninguna,0
EST-2346,Eva María Arnaiz Palomar,F,7.0,92.4,3.1,2.4,Medio-Bajo,Robótica,1
EST-2347,Maximiliano Colom Martín,F,8.0,88.3,3.9,2.6,Bajo-Bajo,Arte,0
EST-2348,Narcisa Priego Almansa,M,8.0,98.2,2.4,5.0,Bajo-Bajo,Deportes,0
EST-2349,Mayte Rueda Jover,F,10.0,99.0,3.8,4.1,Bajo-Bajo,Música,0
EST-2350,Melisa Bautista Fernández,M,11.0,95.0,3.1,3.7,Bajo,Deportes,0
EST-2351,Segismundo Carmona Ibáñez,F,7.0,92.2,4.4,4.2,Medio,Música,0
EST-2352,Lorenzo del Huerta,F,6.0,100.0,4.4,5.0,Bajo-Bajo,,0
EST-2353,Nydia Carbajo Guijarro,F,8.0,97.6,5.0,4.0,Bajo,Ninguna,1
EST-2354,Ale Ortega-Artigas,F,9.0,91.2,4.3,4.7,Medio-Bajo,Música,0
EST-2355,Soraya de Borrego,F,6.0,95.2,3.3,3.2,Medio-Bajo,Ninguna,0
EST-2356,Victorino Bernat,M,10.0,88.2,3.2,,Medio-Bajo,Robótica,0
EST-2357,Andrés Huertas Barrio,F,11.0,98.4,5.0,4.6,Medio-Bajo,Deportes,0
EST-2358,Luis Ángel Mir-Esteban,M,11.0,93.7,5.0,5.0,Bajo-Bajo,Ninguna,0
EST-2359,Joel Pacheco Álvarez,F,,92.8,2.6,,Bajo,Ninguna,0
EST-2360,Pía Marín Pozuelo,M,11.0,94.8,2.6,,Medio,Ninguna,1
EST-2361,Chus Amigó Saldaña,M,10.0,95.2,3.1,4.4,Medio-Alto,Música,0
EST-2362,Vito del Muñoz,M,8.0,99.5,5.0,5.0,Medio-Bajo,Ninguna,0
EST-2363,León del Vaquero,M,9.0,98.0,5.0,5.0,Medio-Bajo,Música,1
EST-2364,Priscila Cáceres Casas,F,11.0,94.2,2.9,1.9,Medio,,0
EST-2365,Cesar de Ribas,F,8.0,98.8,4.4,3.1,Bajo,Música,0
EST-2366,Rafaela Reyes Andrade,M,8.0,97.0,5.0,4.3,Bajo-Bajo,Ninguna,0
EST-2367,Salomón Landa-Castelló,M,8.0,92.9,4.5,2.4,Medio-Bajo,Arte,0
EST-2368,Carlito Galindo Aller,F,9.0,94.4,5.0,3.3,Medio,Robótica,1
EST-2369,Lucila Aguilera,M,6.0,94.3,5.0,3.5,Medio-Bajo,Deportes,0
EST-2370,Juan Pablo Blanch Perea,F,11.0,97.5,2.9,3.9,,Deportes,0
EST-2371,Lorenza González-Cortina,F,9.0,93.2,4.2,3.9,Bajo,Robótica,1
EST-2372,Elodia de Morcillo,F,9.0,93.0,4.0,3.7,Bajo-Bajo,Ninguna,0
EST-2373,Consuelo Cañellas,F,6.0,100.0,4.1,5.0,Bajo-Bajo,Música,0
EST-2374,Susanita Niño,M,9.0,99.7,5.0,3.9,Medio,Música,0
EST-2375,Pascual Giner,F,6.0,91.2,4.9,3.8,Bajo,,1
EST-2376,Pánfilo Isidro Atienza Moya,M,6.0,97.9,1.9,2.7,Bajo-Bajo,Ninguna,1
EST-2377,Vito Cordero,M,9.0,95.6,2.4,5.0,Medio,Ninguna,0
EST-2378,Rómulo de Juárez,F,8.0,97.0,1.9,3.5,Bajo,Robótica,1
EST-2379,Remedios Saura Morillo,M,9.0,95.7,4.6,2.9,Medio-Bajo,Ninguna,1
EST-2380,Lidia Acero Saura,F,6.0,100.0,4.7,4.4,Medio-Bajo,Arte,1
EST-2381,Maribel Losa Belmonte,F,8.0,96.7,4.3,3.2,Bajo-Bajo,Ninguna,0
EST-2382,Marisol Maldonado Castillo,F,6.0,94.7,3.2,3.7,Medio-Bajo,Robótica,1
EST-2383,Modesta del Tello,F,11.0,100.0,4.8,4.5,Alto,Deportes,0
EST-2384,Demetrio del Royo,M,9.0,96.2,,3.9,Bajo-Bajo,Deportes,1
EST-2385,Eufemia Soriano Frías,M,9.0,95.6,2.5,5.0,Medio-Bajo,Robótica,0
EST-2386,Jafet Saez Carpio,F,7.0,96.6,2.2,3.9,Bajo,Ninguna,0
EST-2387,Lorenzo Ríos Cerdán,M,6.0,94.5,4.4,4.6,Bajo,Ninguna,1
EST-2388,Reyna Graciana Villaverde Aragón,F,11.0,95.0,5.0,2.3,Bajo,Robótica,1
EST-2389,Fanny Amaya Agustí,F,7.0,92.1,5.0,3.3,Medio,Robótica,0
EST-2390,Nidia Castellanos Oller,F,8.0,91.2,4.7,3.1,Bajo,,0
EST-2391,Agustín Pons,M,9.0,90.0,2.6,2.7,Bajo,Ninguna,0
EST-2392,Marina Daza Pujol,M,6.0,88.0,4.6,4.3,,Arte,0
EST-2393,Alma del Guzmán,M,10.0,90.6,3.5,5.0,Bajo-Bajo,Ninguna,0
EST-2394,Rómulo Quintana Chacón,M,9.0,94.1,,,Bajo-Bajo,Robótica,0
EST-2395,Clarisa Agustí Morán,F,7.0,95.5,,4.0,Bajo-Bajo,Arte,0
EST-2396,Aurora Almazán Tello,M,6.0,93.6,4.1,,Medio-Bajo,Música,0
EST-2397,Hector Novoa,M,6.0,83.2,2.7,5.0,Bajo,Robótica,0
EST-2398,Arturo Garzón Diego,M,11.0,100.0,4.5,5.0,Medio,Ninguna,1
EST-2399,Valentina Morell Busquets,F,9.0,100.0,1.5,4.3,Bajo,Arte,0
EST-2400,Brígida Crespo Moll,F,7.0,97.2,4.2,4.9,Bajo,Ninguna,0
EST-2401,Candelario de Agustín,M,6.0,100.0,1.9,4.5,Medio-Bajo,Música,1
EST-2402,Sonia León Delgado,M,10.0,90.1,,5.0,Bajo,Deportes,0
EST-2403,Maite Carro,M,9.0,100.0,4.6,2.8,Medio,,0
EST-2404,Oriana Ariño Barral,M,8.0,90.2,3.7,3.7,Bajo,Deportes,0
EST-2405,Dionisia Falcó Iriarte,F,8.0,96.2,4.7,4.6,Bajo-Bajo,Arte,0
EST-2406,Malena Rozas Padilla,F,7.0,88.6,2.3,5.0,Bajo,Música,0
EST-2407,Enrique Borrás Villaverde,M,9.0,95.1,4.1,3.4,Bajo-Bajo,Robótica,0
EST-2408,Bernabé Chico Cruz,M,11.0,96.9,5.0,2.2,Bajo-Bajo,Deportes,1
EST-2409,Cirino Arco Amorós,O,6.0,94.2,1.5,3.7,Bajo,Música,0
EST-2410,Valentina Melero Bayo,M,9.0,98.6,3.9,5.0,Bajo,Deportes,1
EST-2411,Espiridión Aureliano Franco Mena,F,8.0,95.5,4.0,2.6,Bajo-Bajo,Música,0
EST-2412,Clemente Ariño Chamorro,M,8.0,92.4,3.8,2.8,Bajo,Ninguna,0
EST-2413,Tiburcio del Bellido,F,7.0,92.2,5.0,4.2,Bajo,Ninguna,0
EST-2414,Aurelia Águeda Giralt Lozano,M,10.0,99.1,2.7,3.9,Bajo,Ninguna,0
EST-2415,Isidro Bueno Guitart,F,8.0,91.7,3.7,4.6,Bajo-Bajo,,1
EST-2416,Blanca Araujo-Baños,O,9.0,99.6,1.7,2.8,Medio-Bajo,Ninguna,0
EST-2417,Ruben de Garrido,M,7.0,100.0,5.0,3.9,Medio-Bajo,Robótica,0
EST-2418,Eladio Ripoll Rubio,M,6.0,86.7,3.2,4.9,Medio-Bajo,Ninguna,0
EST-2419,Jose Ramón Marín Fuster,M,6.0,100.0,3.5,3.0,Bajo,,0
EST-2420,Raúl Haro Mariño,M,10.0,100.0,4.3,5.0,Bajo-Bajo,Deportes,1
EST-2421,Roberto Mesa Cabrera,,7.0,96.3,5.0,3.1,Bajo,Música,1
EST-2422,Carlos Cepeda Batlle,M,10.0,98.0,4.8,5.0,Medio,Robótica,1
EST-2423,Ana Marti,F,8.0,100.0,5.0,3.6,Bajo,Ninguna,0
EST-2424,Ovidio Cal Vargas,M,8.0,93.6,,3.1,Bajo-Bajo,Robótica,0
EST-2425,Ani Pomares Benavides,M,8.0,95.9,3.4,3.7,Bajo-Bajo,Música,0
EST-2426,Nydia Vicens Llobet,F,8.0,88.4,2.8,4.4,Medio,Deportes,0
EST-2427,Felicidad de Pozo,M,6.0,95.7,3.5,4.0,Medio-Bajo,Ninguna,0
EST-2428,Teresa Solano Coronado,O,7.0,97.5,2.6,5.0,Bajo,Deportes,1
EST-2429,Lupe de Villena,M,9.0,97.6,4.4,5.0,Bajo,Deportes,1
EST-2430,Natalia Baquero Gallo,F,9.0,100.0,5.0,3.0,Medio,,1
EST-2431,María Luisa Carvajal,F,7.0,91.1,3.3,2.7,Bajo-Bajo,Ninguna,0
EST-2432,Elvira Rebeca Peral Puente,F,8.0,92.3,3.0,2.9,Medio-Bajo,Música,0
EST-2433,Ricarda Fábregas-Sarmiento,O,7.0,100.0,5.0,3.3,Medio-Bajo,Música,1
EST-2434,Cristian Bustos,M,,94.2,2.7,,Bajo,Robótica,1
EST-2435,Hugo de Roura,O,6.0,96.0,1.9,4.8,Bajo-Bajo,Robótica,1
EST-2436,Pepita Tejedor Alberto,M,11.0,94.7,2.6,3.5,Bajo,Ninguna,0
EST-2437,Raquel del Botella,M,7.0,90.9,2.6,4.0,Medio,Ninguna,1
EST-2438,Cornelio Victoriano Pardo Torrents,M,7.0,100.0,4.5,5.0,Bajo,Ninguna,0
EST-2439,Perlita Jódar-Trillo,F,7.0,92.4,3.6,5.0,Medio-Bajo,Ninguna,0
EST-2440,Curro Blanes Adán,M,6.0,89.4,3.6,4.0,Medio-Bajo,Ninguna,1
EST-2441,Maristela de Grau,F,9.0,92.7,5.0,1.3,Medio,Ninguna,0
EST-2442,Ileana Montaña Fuentes,F,6.0,85.0,2.7,4.0,Medio,Ninguna,0
EST-2443,Anastasia Nicolasa Lloret Tormo,F,6.0,91.7,4.9,5.0,Bajo,Deportes,0
EST-2444,Rómulo Andres Castañeda,F,9.0,90.2,5.0,4.4,Bajo,Deportes,0
EST-2445,Galo Solé Andrés,M,7.0,98.1,3.5,4.9,Medio-Bajo,Robótica,0
EST-2446,Amelia León Botella,M,10.0,91.6,4.9,4.6,Medio-Bajo,Robótica,0
EST-2447,Tito Busquets Corral,M,9.0,99.4,3.7,3.0,Bajo,,0
EST-2448,Flavia Torrens Vila,M,7.0,100.0,5.0,3.3,Medio-Bajo,Música,0
EST-2449,María Pilar Ávila Figueras,M,9.0,98.9,2.5,3.7,Bajo-Bajo,Ninguna,1
EST-2450,Agapito Marin Simó,M,6.0,93.9,2.0,5.0,Bajo,Deportes,0
EST-2451,Abril Bernardita Cadenas Barón,M,9.0,95.7,3.9,3.4,Medio-Bajo,Robótica,1
EST-2452,Desiderio Cases Barroso,O,8.0,87.4,2.4,4.4,Bajo,Música,0
EST-2453,Bernardino Lledó,F,7.0,94.3,3.4,4.5,Bajo,Arte,0
EST-2454,Antonia Robledo Navarro,M,9.0,90.7,3.7,,Medio,,0
EST-2455,Adriana Solís Alfaro,F,11.0,98.5,4.9,4.2,Medio-Bajo,Arte,0
EST-2456,Raúl Luciano Borrell Sosa,M,11.0,100.0,3.9,2.4,Medio,Robótica,1
EST-2457,Tatiana Olmo Boix,M,9.0,97.5,3.0,4.8,Medio-Bajo,,0
EST-2458,Zaida Tello Tejedor,F,8.0,85.0,3.5,5.0,Medio-Bajo,Robótica,1
EST-2459,Edgardo Losada Zurita,F,7.0,93.2,3.1,4.9,Medio-Bajo,Deportes,0
EST-2460,Bernardino Canet Puente,M,7.0,95.6,3.3,3.2,Bajo-Bajo,Ninguna,1
EST-2461,Felipe Barriga Sarmiento,O,8.0,95.4,2.1,3.1,Bajo,Música,0
EST-2462,Florencia Cañizares Priego,F,8.0,91.3,4.1,3.2,Bajo,Deportes,0
EST-2463,María Teresa Merino-Doménech,F,11.0,96.2,3.3,5.0,Alto,Robótica,0
EST-2464,Cosme de Merino,F,8.0,88.8,4.7,3.4,Bajo,Ninguna,0
EST-2465,Xavier Ugarte Carro,F,8.0,90.3,2.3,3.3,Bajo,Ninguna,0
EST-2466,Francisco Jose Escalona,M,8.0,98.2,3.3,4.0,Medio-Bajo,Música,0
EST-2467,Leyre Iniesta Cánovas,M,10.0,89.9,5.0,3.6,Bajo,Deportes,0
EST-2468,Emilia Anunciación Pozo Guardiola,M,9.0,97.7,3.3,5.0,Bajo-Bajo,Robótica,1
EST-2469,Vicente Graciano Coronado Jover,M,9.0,88.2,3.6,2.9,Bajo-Bajo,,1
EST-2470,Fortunata Abril Losa,F,7.0,100.0,2.5,5.0,Medio-Bajo,Ninguna,0
EST-2471,María José del Llabrés,M,10.0,91.1,2.4,4.3,Bajo,Robótica,0
EST-2472,Lupita Huguet,O,6.0,93.9,5.0,5.0,Bajo-Bajo,Robótica,0
EST-2473,Eliana Porcel,F,11.0,96.7,4.6,5.0,Bajo,Música,1
EST-2474,Valentín Javier Gual Martinez,F,8.0,92.2,4.2,4.3,Bajo,Arte,0
EST-2475,Carlota Llabrés Bartolomé,F,8.0,95.7,2.0,3.9,Bajo,Deportes,0
EST-2476,Adelia Dalmau Torrents,F,8.0,97.9,4.4,4.1,Medio,Ninguna,0
EST-2477,Teófila Heredia Huertas,M,9.0,99.8,5.0,4.1,Bajo,Música,0
EST-2478,Félix del Roma,F,6.0,99.0,5.0,2.3,Bajo-Bajo,Ninguna,0
EST-2479,Lisandro Paz Larrañaga,M,11.0,94.1,4.8,5.0,Medio,,0
EST-2480,Silvio del Barreda,F,8.0,94.3,2.6,4.2,Medio-Bajo,Ninguna,0
EST-2481,Javiera Cid Hervia,M,7.0,100.0,4.4,,Bajo,Robótica,0
EST-2482,Adolfo Bru Figueroa,F,6.0,99.7,4.8,2.1,Bajo,Música,0
EST-2483,Nicanor Piquer-Paniagua,F,8.0,90.4,1.8,1.9,Medio-Bajo,Robótica,0
EST-2484,Eliana Carrillo Patiño,M,8.0,95.5,2.7,5.0,Bajo,Arte,0
EST-2485,Blanca Marín Gomez,M,8.0,93.3,5.0,3.4,Medio-Bajo,Ninguna,0
EST-2486,Marcial Ortega-Galindo,O,9.0,94.3,5.0,3.7,Bajo,Robótica,0
EST-2487,Angelino Fernandez Pujol,F,8.0,88.9,1.6,4.4,Bajo,Robótica,0
EST-2488,Yago Feijoo-Rosell,F,11.0,92.9,5.0,3.5,Medio-Bajo,Ninguna,0
EST-2489,María Manuela Iborra-Salvador,F,9.0,100.0,4.1,4.7,Bajo,Arte,0
EST-2490,Espiridión Paniagua Miranda,M,10.0,97.9,5.0,4.3,Bajo-Bajo,Robótica,1
EST-2491,Gerardo Cuéllar Mena,M,6.0,82.5,2.7,3.8,Medio-Bajo,Arte,0
EST-2492,Adelardo Heredia Navarrete,M,8.0,100.0,4.8,2.6,Bajo-Bajo,Robótica,0
EST-2493,Clementina Juan Boada,F,7.0,100.0,5.0,3.2,Bajo,Ninguna,0
EST-2494,Reina Montoya Báez,M,9.0,93.2,3.6,4.6,Medio-Bajo,Ninguna,0
EST-2495,Elodia Encarnación Echevarría Saldaña,F,11.0,98.6,4.4,3.5,Medio-Bajo,,1
EST-2496,Nerea Blanes Vidal,F,6.0,90.7,3.6,5.0,Bajo,Ninguna,1
EST-2497,Cándido Caballero Peláez,F,6.0,92.6,5.0,5.0,Medio-Bajo,,0
EST-2498,Lino Ríos Leon,F,11.0,100.0,3.9,4.9,Bajo-Bajo,Robótica,0
EST-2499,Jenny Romero Santamaria,O,7.0,93.6,3.3,5.0,Medio-Bajo,Ninguna,1
EST-2500,Camilo Domínguez-Ocaña,M,9.0,85.7,3.0,4.6,Medio-Bajo,Música,1
EST-2501,María Belén del Seguí,F,9.0,94.7,,3.5,Medio,Ninguna,0
EST-2502,Leandra Baena Melero,F,10.0,94.6,4.9,4.2,Medio-Bajo,Ninguna,0
EST-2503,Iris Yuste Crespo,F,6.0,100.0,2.8,5.0,Bajo,Deportes,1
EST-2504,Telmo Zacarías Elías Barceló,O,6.0,95.1,5.0,3.7,Bajo-Bajo,Robótica,1
EST-2505,Tadeo Fabregat Diez,M,9.0,92.9,4.4,3.2,Bajo,Música,0
EST-2506,Gerardo Zorrilla Bermudez,M,11.0,100.0,4.6,2.9,Medio-Bajo,Ninguna,0
EST-2507,Norberto del Campoy,F,8.0,95.6,3.9,3.8,Bajo-Bajo,Ninguna,0
EST-2508,Reina Casal Catalán,M,7.0,91.2,4.0,3.2,Medio,Robótica,0
EST-2509,Telmo Pedrero Bernal,F,9.0,100.0,3.8,5.0,Medio,Música,0
EST-2510,Baltasar Dominguez Cal,F,11.0,96.0,5.0,4.4,Bajo-Bajo,Deportes,0
EST-2511,Belén del Zabaleta,M,10.0,95.0,4.4,5.0,Medio-Bajo,,1
EST-2512,Galo de Ayala,F,11.0,95.9,4.9,3.9,Medio-Bajo,Deportes,0
EST-2513,Néstor Pelayo-Sarabia,M,6.0,89.6,,2.6,Bajo,Ninguna,0
EST-2514,Álvaro Roldan Tejera,F,6.0,92.4,4.6,2.7,Bajo,Ninguna,1
EST-2515,Félix Soler Perea,F,9.0,95.0,3.0,3.1,Bajo,Ninguna,0
EST-2516,Nicodemo Haroldo Gracia Abril,F,10.0,94.0,5.0,4.5,Bajo-Bajo,Deportes,1
EST-2517,Marisela Garmendia Pi,M,7.0,100.0,3.4,4.7,Medio-Bajo,Deportes,1
EST-2518,Javiera Galan,M,7.0,96.1,3.6,4.6,Medio-Alto,Ninguna,0
EST-2519,Américo del Molins,F,10.0,99.3,3.6,2.5,Bajo,Ninguna,0
EST-2520,Faustino Leon Chacón,F,6.0,95.0,4.0,4.2,Medio-Bajo,Música,1
EST-2521,María Del Carmen Aranda Zapata,F,8.0,100.0,4.9,3.2,Bajo,Deportes,0
EST-2522,Lourdes del Perez,M,8.0,97.0,,4.6,Medio,Deportes,0
